building_id,edge_no,x_epsg5179,y_epsg5179,lat,lon,alt
BLD01000000366470,4,1163637.2195017869,1732520.038750684,35.575208093272174,129.30588375025434,166.419998
BLD01000000367D14,1,1163556.9941107866,1732515.0150750414,35.575176077961764,129.30499776797691,156.949997
BLD01000000367D14,1,1163556.9941107866,1732515.0150750414,35.575176077961764,129.30499776797691,167.279999
BLD01000000367D14,2,1163558.2633265597,1732511.8794873166,35.57514761003855,129.3050111345492,156.949997
BLD01000000367D14,2,1163558.2633265597,1732511.8794873166,35.57514761003855,129.3050111345492,167.279999
BLD01000000367D14,3,1163562.2369267615,1732513.3960502602,35.57516062089648,129.30505527402445,156.949997
BLD01000000367D14,3,1163562.2369267615,1732513.3960502602,35.57516062089648,129.30505527402445,167.279999
BLD01000000367D14,4,1163566.1525505423,1732502.7636032375,35.57506415328468,129.30509631683762,156.949997
BLD01000000367D14,4,1163566.1525505423,1732502.7636032375,35.57506415328468,129.30509631683762,167.279999
BLD01000000367D14,5,1163552.6135925178,1732497.7856127475,35.57502152815903,129.304945962122,167.279999
BLD01000000367D14,6,1163547.1830321425,1732511.0064806147,35.57514157311381,129.30488873134303,156.949997
BLD01000000367D14,6,1163547.1830321425,1732511.0064806147,35.57514157311381,129.30488873134303,167.279999
BLD01000000366795,1,1163479.8664246663,1732498.9807158944,35.57504431516282,129.30414373116164,155.990005
BLD01000000366795,2,1163476.8785649398,1732506.8255841974,35.57511550733118,129.30411235788324,150.100006
BLD01000000366795,2,1163476.8785649398,1732506.8255841974,35.57511550733118,129.30411235788324,155.990005
BLD01000000366795,2,1163484.4360849662,1732509.770224171,35.57514079661144,129.30419632009918,150.100006
BLD01000000366795,2,1163484.4360849662,1732509.770224171,35.57514079661144,129.30419632009918,155.990005
BLD01000000366795,3,1163491.9936049927,1732512.7148641446,35.57516608583151,129.30428028236574,150.100006
BLD01000000366795,3,1163491.9936049927,1732512.7148641446,35.57516608583151,129.30428028236574,155.990005
BLD01000000366795,4,1163497.0470548177,1732500.112841898,35.5750516805222,129.30433347928965,150.100006
BLD01000000366795,4,1163497.0470548177,1732500.112841898,35.5750516805222,129.30433347928965,155.990005
BLD01000000366795,5,1163490.8295753929,1732497.3635213587,35.57502793025689,129.304264338577,150.100006
BLD01000000366795,5,1163490.8295753929,1732497.3635213587,35.57502793025689,129.304264338577,155.990005
BLD01000000366795,6,1163488.8394568549,1732501.9924033866,35.575069974883185,129.30424332136207,150.100006
BLD01000000366795,6,1163488.8394568549,1732501.9924033866,35.575069974883185,129.30424332136207,155.990005
BLD010000003654VN,1,1163498.5061998663,1732513.151786148,35.57516894777663,129.30435221113194,151.789993
BLD010000003654VN,1,1163498.5061998663,1732513.151786148,35.57516894777663,129.30435221113194,154.009995
BLD010000003654VN,2,1163504.5438501867,1732515.670349423,35.57519064808234,129.3044193216427,151.789993
BLD010000003654VN,2,1163504.5438501867,1732515.670349423,35.57519064808234,129.3044193216427,154.009995
BLD010000003654VN,5,1163514.052864472,1732507.7495209458,35.57511769412812,129.30452261412262,151.789993
BLD010000003654VN,5,1163514.052864472,1732507.7495209458,35.57511769412812,129.30452261412262,154.009995
